Reference number,Company Payment Type,Delivering City,Shipment Details,Cash on Delivery,Exp Delivery Fees,Shipment Status,Creation Date,Perfume_Count
281012F,Pay After Delivery,Russeifa,بلغري روز اسنشيل ٥٠,12,1٫75,yes,10/29/2024 11:41:55 PM,1
281014F,Pay After Delivery,Amman,ديور هوم انتنس١٠٠,0,1٫5,yes,10/29/2024 11:41:55 PM,1
281015F,Pay After Delivery,Amman,يو ١٠٠,0,1٫5,yes,10/29/2024 11:41:55 PM,1
281016F,Pay After Delivery,Irbid,بلو شانيل ١٠٠عدد٢,0,1٫75,yes,10/29/2024 11:41:55 PM,2
281017F,Pay After Delivery,Ajlun,جيو بروفومو١٠٩/كريد وايت ١٩٩/يو انتنسلي ٥٠ عدد٢,34,1٫75,yes,10/29/2024 11:41:55 PM,4
281018F,Pay After Delivery,Amman,انفكتوس١٠٠,0,1٫5,yes,10/29/2024 11:41:55 PM,1
281019F,Pay After Delivery,Zarqa,الوسام ٥٠ عدد٢,22,1٫75,yes,10/29/2024 11:41:55 PM,2
281020F,Pay After Delivery,Salt,امواج ١٠٠/ ديور و هرم تنتنس ١٠٠/ الت نيل الكسر ٥,34,1٫75,No,10/29/2024 11:41:55 PM,3
281022F,Pay After Delivery,Aqaba,جين بول لي بو جلتر ١٠٠,0,1٫75,yes,10/29/2024 11:41:55 PM,1
281023F,Pay After Delivery,Amman,لانترد روج ١٠٠/بكرات روج ١٠٠/ خمرة ١٠٠/ روز فانيلا ١٠٠/فيري سكسي ٥٠/ ليبر انتنس٥٠/ لانترد ٥٠/سي البيج ٥٠/ كل عبوتين بكيس,64,1٫5,yes,10/29/2024 11:41:55 PM,8
281024F,Pay After Delivery,Amman,ليبر ١٠٠/ انفكتوس١٠٠/ارماني كود ٥٠/عود اصفهان ٥٠/ كل عيرتين بكيس,34,1٫5,yes,10/29/2024 11:41:55 PM,4
281025F,Pay After Delivery,Amman,دي مارلي لايتون اكسلوسف ١٠٠/واي ١٠٠+٥٠/ امواج انترلود٥٠,34,1٫5,yes,10/29/2024 11:41:55 PM,4
281027F,Pay After Delivery,North Aghwar,كريد افنتوس١٠٠/كوكو مدموزيل ٥٠/,0,1٫75,yes,10/29/2024 11:41:55 PM,2
281028F,Pay After Delivery,Amman,روز فانيلا ١٠٠,19,1٫5,yes,10/29/2024 11:41:55 PM,1
281029F,Pay After Delivery,Amman,مون باريس٥٠,0,1٫5,yes,10/29/2024 11:41:55 PM,1
281031F,Pay After Delivery,Madaba,عود وود ١٠٩/ الكسندر ٥٠/ ١٠٠+٥٠ ,34,1٫75,yes,10/29/2024 11:41:55 PM,4
281032F,Pay After Delivery,Irbid,لايتون ١٠٠/جين بول لا ميل ١٠٠/اوماني كود ٤٠/ مونت بلانك اكسبلوز ٥٠,34,1٫75,yes,10/29/2024 11:41:55 PM,4
281033F,Pay After Delivery,Tafilah,ليبر انتنس١٠٩/جوتشي فلورا١٠٠/جين بول ستاتي٥٠/الي صعب ٥٠,34,1٫75,yes,10/29/2024 11:41:56 PM,4
281034F,Pay After Delivery,Amman,ليبر انتنس١٠٠/ فيري سكسي ٥٠/مونت بلانك امبلم ١٠٠بلغري مان ان بلاك ٥٠,34,1٫5,yes,10/29/2024 11:41:56 PM,4
281035F,Pay After Delivery,Amman,سكاندل ١٠٠/ خمرة ٥٠/يو انتنس١٠٠/ سبايس بومب اكستريم ٥٠,34,1٫5,yes,10/29/2024 11:41:56 PM,4
28101z,Pay After Delivery,Amman,ذا ون+اكواجيو ابسولو+50مل سترونجر وذ يو+50سوفاج الكسير,34,1٫5,yes,10/29/2024 11:41:56 PM,4
28202z,Pay After Delivery,Amman,كريد افينتوس,0,1٫5,yes,10/29/2024 11:41:56 PM,1
28303z,Pay After Delivery,Amman,وذ يو انتنسلي+ لاهوم بلاك+50مل الترا ميل+50مل عود فور جريتنس,34,1٫5,yes,10/29/2024 11:41:56 PM,4
28404z,Pay After Delivery,Amman,عبوتين 100مل امبريال فالي+عبوتين 50مل امبريال فالي,34,1٫5,yes,10/29/2024 11:41:56 PM,2
28505z,Pay After Delivery,Irbid,ذا ون+ دنهل احمر+50مل عود وود+50مل عود فور جريتنس,34,1٫75,No,10/29/2024 11:41:56 PM,4
28606z,Pay After Delivery,Amman,كريد افينتوس,0,1٫5,yes,10/29/2024 11:41:56 PM,1
28707z,Pay After Delivery,Amman,لي ميل الأسود+جنتل مان+50مل وذ يو ابسلوتلي+50مل ليبر,34,1٫5,yes,10/29/2024 11:41:56 PM,4
28808z,Pay After Delivery,Amman,ون مليون+بلو شانيل+50مل جادور+50مل جود جيرل الكحلية,34,1٫5,yes,10/29/2024 11:41:56 PM,4
28909z,Pay After Delivery,Amman,ذا ون,19,1٫5,No,10/29/2024 11:41:56 PM,1
2810010z,Pay After Delivery,Amman,امبري لذر+ بلو شانيل+50مل امبري لذر+50مل بلو شانيل,34,1٫5,yes,10/29/2024 11:41:56 PM,4
2811011z,Pay After Delivery,Maan,دي مارلي هيرود+ كريد سلفرماونتن+50مل جادور+50مل 212vipرجالي,34,1٫75,yes,10/29/2024 11:41:56 PM,4
RTN281018F,Pay After Delivery,Amman,انفكتوس١٠٠,0,1٫5,No,10/30/2024 12:11:17 PM,1
RTN281029F,Pay After Delivery,Amman,مون باريس٥٠,0,1٫5,No,10/30/2024 12:24:31 PM,1
RTN281014F,Pay After Delivery,Amman,ديور هوم انتنس١٠٠,0,1٫5,No,10/30/2024 1:10:07 PM,1
RTN28606z,Pay After Delivery,Amman,كريد افينتوس,0,1٫5,No,10/30/2024 1:27:01 PM,1
RTN281027F,Pay After Delivery,North Aghwar,كريد افنتوس١٠٠/كوكو مدموزيل ٥٠/,0,1٫75,No,10/30/2024 1:30:49 PM,2
RTN281015F,Pay After Delivery,Amman,يو ١٠٠,0,1٫5,No,10/30/2024 4:24:37 PM,1
RTN281022F,Pay After Delivery,Aqaba,جين بول لي بو جلتر ١٠٠,0,1٫75,No,10/30/2024 11:28:33 PM,1
29101w,Pay After Delivery,Irbid,مونت بلانك اكبسلور+فرزاتشي ايروس+50 مل بلاك بيري +50مل بلو شانيل ,34,1٫75,yes,10/31/2024 12:43:35 AM,4
29102w,Pay After Delivery,Irbid,50 مل كينغ ,12,1٫75,No,10/31/2024 12:43:35 AM,1
29103w,Pay After Delivery,Karak,100مل ذا ون رجالي+100سوفاج الكسير+50 مل ديور هوم انتنس +50مل توم فورد اومبير ليذر,34,1٫75,yes,10/31/2024 12:43:35 AM,4
29104w,Pay After Delivery,Amman,دي مارلي/يو/دنهل ايكون/بولغاريان,0,1٫5,No,10/31/2024 12:43:35 AM,4
29105w,Pay After Delivery,Amman,50 مل فرزاتشي بور هوم+50 اومبير نوماد,25,1٫5,No,10/31/2024 12:43:35 AM,2
29107w,Pay After Delivery,Irbid,100مل كينغ ,0,1٫75,yes,10/31/2024 12:43:35 AM,1
29108w,Pay After Delivery,Zarqa,100مل مونتال روز +50مل غوتشي بلوم ,0,1٫75,yes,10/31/2024 12:43:35 AM,2
29109w,Pay After Delivery,Amman,100مل جنتل مان جفنشي برايف +100مل فلانتينو بورن ان روما ,19,1٫5,yes,10/31/2024 12:43:35 AM,2
291010w,Pay After Delivery,Amman,100مل ارماني ,17,1٫5,yes,10/31/2024 12:43:35 AM,1
291011w,Pay After Delivery,Amman,100مل خمرة عدد 2 +50مل عود اصفهان +50مل جيرلان مون ,34,1٫5,yes,10/31/2024 12:43:35 AM,4
291013w,Pay After Delivery,Petra ,100مل دنهل ايكون +عدد,0,1٫75,yes,10/31/2024 12:43:35 AM,1
291014w,Pay After Delivery,Salt,100مل سوفاج الكسير +100مل يو انتتسلي +50مل فينتوس فرزاتشي +50مل ليبر ,34,1٫75,yes,10/31/2024 12:43:35 AM,4
291015w,Pay After Delivery,Amman,100مل ايروس +كريد بلاك +50مل لاكوست وايت +فلانتينو بورن ان روما ,34,1٫5,yes,10/31/2024 12:43:35 AM,4
29116w,Pay After Delivery,Salt,50ch بلاك رجالي ,17,1٫75,No,10/31/2024 12:43:35 AM,1
291017w,Pay After Delivery,Aqaba,50مل قصة امبريال ,10,1٫75,No,10/31/2024 12:43:35 AM,1
291018w,Pay After Delivery,Aqaba,100مل يو انتنسلي +100مل ذا ون رجالي +50مل ذا ون رجالي +50مل يو انتنسلي ,34,1٫75,yes,10/31/2024 12:43:35 AM,4
29101F,Pay After Delivery,Amman,ايدول ١٠٠/ نرسيسو مسك نوار ١٠٠/ ليبر ٥٠,32,1٫5,yes,10/31/2024 12:43:35 AM,3
29102F,Pay After Delivery,Amman,خمرة ١٠٠/ديور هوم انتنس١٠٠/سي احمر٥٠/يو ٥٠,34,1٫5,yes,10/31/2024 12:43:35 AM,4
29103F,Pay After Delivery,Amman,يو انتنسلي ١٠٠/ديور هوم انتنس ١٠٠/لانترد ٥٠/ليبر ٥٠,34,1٫5,yes,10/31/2024 12:43:35 AM,4
29104F,Pay After Delivery,Aqaba,سوفاج الكسبر١٠٠/ايفوريا ستاتي انتنس١٠٠/انفكتوس٥٠/ذا ون ستاتي ٥٠,34,1٫75,yes,10/31/2024 12:43:35 AM,4
29105F,Pay After Delivery,Irbid,امبر ليذر ١٠٠/بلو شانيل ١٠٠/كارتير ديكلاريشن ٥٠/ يو انتنسلي ٥٠,34,1٫75,yes,10/31/2024 12:43:35 AM,4
29106F,Pay After Delivery,Zarqa,ديلينا ١٠٠/نرسيسو مسك نوار روز١٠٠/جفنشي انفي مي ٥٠/بلاك اوبيوم ٥٠,34,1٫75,yes,10/31/2024 12:43:35 AM,4
29107F,Pay After Delivery,Amman,فهرنهايت ١٠٠/سوفاج ١٠٠/يو ٥٠/ليجند ٥٠,34,1٫5,yes,10/31/2024 12:43:35 AM,4
29108F,Pay After Delivery,Amman,يو انتنسلي ١٠٠,19,1٫5,No,10/31/2024 12:43:36 AM,1
29109F,Pay After Delivery,Amman,كوكو مدموزيل ١٠٠/برايت كريستال١٠٠/سي احمر ٥٠/ ماي بيربري ٥٠,34,1٫5,yes,10/31/2024 12:43:36 AM,4
291010F,Pay After Delivery,Amman,سوفاج ١٠٠/ ٢١٢ رجالي ١٠٠/لاكوست وايت ٥٠/ بوس ٥٠,0,1٫5,yes,10/31/2024 12:43:36 AM,4
291011F,Pay After Delivery,Amman,ديور هوم ٢٠١١ نسخة ١٠٠/يو انتنسلي ١٠٠/سبايس بومب اكستريم ٥٠/ سكاندل بور هوم ٥٠,34,1٫5,yes,10/31/2024 12:43:36 AM,4
291012F,Pay After Delivery,Amman,توباكو عود ١٠٠ عدد٢/ستاتي ٥٠ عدد٢,34,1٫5,yes,10/31/2024 12:43:36 AM,4
291013F,Pay After Delivery,Amman,يو انتنسلي ١٠٠/سبايس بومب اكستريم ١٠٠/خمرة ٥٠/ امبريال فالي ٥٠,34,1٫5,yes,10/31/2024 12:43:36 AM,4
291014F,Pay After Delivery,Zarqa,سكاندل ستاتي ابسولو ١٠٠+ ٥٠/برايت كريستال٥٠,0,1٫75,yes,10/31/2024 12:43:36 AM,3
291015F,Pay After Delivery,Amman,دي مارلي بغسوس١٠٠/انفكتوس ١٠٠/خمرة ١٠٠,34,1٫5,yes,10/31/2024 12:43:36 AM,3
291016F,Pay After Delivery,Amman,يو انتنسلي ١٠٠/واي ١٠٠/دي مارلي لايتون ٥٠/سبايس بومب اكستريم ٥٠,34,1٫5,yes,10/31/2024 12:43:36 AM,4
291017F,Pay After Delivery,Amman,ليبر انتنس ١٠٠,19,1٫5,yes,10/31/2024 12:43:36 AM,1
291018F,Pay After Delivery,Amman,جفنشي لانترد ١٠٠ عدد٢/بويزن ٥٠/ادارو كروم رجالي ٥٠,34,1٫5,yes,10/31/2024 12:43:36 AM,4
291019F,Pay After Delivery,Madaba,فلانتينو بورن ان روما رجالي ١٠٠ عدد٢+ ٥٠ عدد ٢/ هديه ,19,1٫75,No,10/31/2024 12:43:36 AM,5
291020F,Pay After Delivery,Amman,لافي بيل ١٠٠/ برايت كريستال ١٠٠/الور سبورت ٥٠/ كريد افنتوس ٥٠,34,1٫5,yes,10/31/2024 12:43:36 AM,4
291021F,Pay After Delivery,Amman,الور هوم سبورت ١٠٠/بلو شانيل ١٠٠/ روز فانيلا ٥٠/جود فاذر٥٠/  ٢١٢ سكسي مان ١٠٠,34,1٫5,No,10/31/2024 12:43:36 AM,5
291022F,Pay After Delivery,Amman,اوبزيشن ستاتي ١٠٠/انتيرنتي ستاتي ١٠٠/بلاك اوركيد ٥٠/ بيربري جوديس ٥٠,0,1٫5,yes,10/31/2024 12:43:36 AM,4
291023F,Pay After Delivery,Mafraq,فلانتينو دونا ١٠٠/ نرسيسو الزهري ١٠٠/جين بول جلتر ستاتي ٥٠/لرست شيري ٥٠,34,1٫75,yes,10/31/2024 12:43:36 AM,4
291024F,Pay After Delivery,Amman,استرجاع العطور وتسليم ٣٠ دينار ,-30,1٫5,yes,10/31/2024 12:43:36 AM,0
291025F,Pay After Delivery,Amman,ليبر ١٠٠/ لانترد جفنشي ١٠٠/ديور بويزن ١٠٠,34,1٫5,yes,10/31/2024 12:43:36 AM,3
291026F,Pay After Delivery,Amman,يو ابسليوت ١٠٠/سكاندل رجالي ١٠٠/ دي مارلي هيرود ٥٠/فلانتينو بورن ان روما انتنس ٥٠,34,1٫5,yes,10/31/2024 12:43:36 AM,4
RTN291014F,Pay After Delivery,Zarqa,سكاندل ستاتي ابسولو ١٠٠+ ٥٠/برايت كريستال٥٠,0,1٫75,No,10/31/2024 12:37:23 PM,3
RTN291024F,Pay After Delivery,Amman,استرجاع العطور وتسليم ٣٠ دينار ,0,1٫5,No,10/31/2024 2:24:22 PM,0
RTN29107w,Pay After Delivery,Irbid,100مل كينغ ,0,1٫75,No,10/31/2024 3:55:03 PM,1
RTN281011F,Pay After Delivery,Amman,بويزن ١٠٠,0,1٫5,No,10/31/2024 8:42:10 PM,1
30102w,Pay After Delivery,Amman,100مل ارماني كود +50مل ارماني كود ,0,1٫5,yes,11/2/2024 2:02:48 AM,2
30103w,Pay After Delivery,Amman,50مل سترونجر ويذ يو انتنسلي ,10,1٫5,No,11/2/2024 2:02:48 AM,1
30104w,Pay After Delivery,Amman,100مل عود مود+100مل سوفاج الكسير +50مل سترونجر ويذ يو +50مل التراميل +50مل اومبير نوماد ,44,1٫5,yes,11/2/2024 2:02:48 AM,5
30108w,Pay After Delivery,Irbid,100مل اولمبيا +50مل ون مليون عدد 2,17,1٫75,No,11/2/2024 2:02:48 AM,3
30109w,Pay After Delivery,Zarqa,100مل كريد افنتوس +100مل سوفاج +50مل بلو شانيل +50مل ديلان بلو رجالي ,34,1٫75,yes,11/2/2024 2:02:48 AM,4
301010w,Pay After Delivery,Amman,100مل انترنتي +100مل غوتشي بامبو +50مل كوكو مدموزيل +50مل ميدنايت تروزور ,34,1٫5,yes,11/2/2024 2:02:48 AM,4
301011w,Pay After Delivery,Irbid,100مل بلو شانيل +100مل ايروس +50مل انفكتوس +50مل التراميل ,34,1٫75,yes,11/2/2024 2:02:48 AM,4
301012w,Pay After Delivery,Amman,100مل لاهوم برادا+100مل سوفاج الكسير ,25,1٫5,yes,11/2/2024 2:02:48 AM,2
301013w,Pay After Delivery,Irbid,100مل دولتشي غابانا ذا ون +100مل دنهل ريد +50مل عود وود +50مل عود فور جريتنز +50مل عود اصفهان ,34,1٫75,No,11/2/2024 2:02:48 AM,5
301015w,Pay After Delivery,Zarqa,100مل انفكتوس جولوجن ,17,1٫75,No,11/2/2024 2:02:48 AM,1
301016w,Pay After Delivery,Amman,100مل 212 رجالي سكسي +100مل لايتون +100مل جيرلان مون +100مل ارماني سي +50مل سي اسود +50مل ماي واي +50مل ,34,1٫5,yes,11/2/2024 2:02:48 AM,7
301017w,Pay After Delivery,Karak,100مل ذا ون ستاتي +100مل ايفوريا رجالي +50مل اكوا دي جيو +50مل بربري هير ,34,1٫75,yes,11/2/2024 2:02:48 AM,4
301018w,Pay After Delivery,Amman,50مل ديلينا,10,1٫5,yes,11/2/2024 2:02:48 AM,1
301019w,Pay After Delivery,Amman,100مل اف سان لوران واي عدد 2 +50مل ذا ون رجالي عدد 2 +100مل اكوا دي جيو بروفومو,34,1٫5,yes,11/2/2024 2:02:48 AM,5
301020w,Pay After Delivery,Amman,50مل التراميل ,10,1٫5,yes,11/2/2024 2:02:48 AM,1
301023w,Pay After Delivery,Mafraq,100مل فرزاتشي كريستال برايت +100مل دنهل ديزاير بلو +50مل كوكو مدموزيل +50مل سكاندل رجالي ,34,1٫75,yes,11/2/2024 2:02:48 AM,4
301024w,Pay After Delivery,Amman,100مل روبيرتو كافالي براديسو ,0,1٫5,yes,11/2/2024 2:02:48 AM,1
301025w,Pay After Delivery,Tafilah,50مل بوس فيم  عدد 2 ,20,1٫75,yes,11/2/2024 2:02:48 AM,2
301026w,Pay After Delivery,Amman,100مل بلو شانيل +100مل سوفاج +50مل جود جيرل +50مل فيري جود جيرل,34,1٫5,yes,11/2/2024 2:02:48 AM,4
301028w,Pay After Delivery,Amman,50مل سكاندل بور هوم ابسولو ,0,1٫5,yes,11/2/2024 2:02:48 AM,1
301029w,Pay After Delivery,Amman,100مل التراميل +100مل دولتشي غابانا ذا ون +50مل الور هوم سبورت +50مل اكوا دي جيو وايت,34,1٫5,No,11/2/2024 2:02:48 AM,4
 301030w,Pay After Delivery,Amman,100مل مونت بلانك اكسبلور,0,1٫5,yes,11/2/2024 2:02:48 AM,1
301031w,Pay After Delivery,Amman,100مل دولتشي غابانا ذا ون +100مل دنهل ديزاير بلو +50مل ذا ون رجالي +50مل سوفاج الكسير ,34,1٫5,yes,11/2/2024 2:02:48 AM,4
301033w,Pay After Delivery,Irbid,100مل فكتوريا سيكرت فيري سيكسي +100مل سوفاج الكسير +50مل فكتوريا سيكرت فيري سيكسي +50مل سوفاج الكسير ,34,1٫75,yes,11/2/2024 2:02:49 AM,4
301035w,Pay After Delivery,Tafilah,100مل مون باريس عدد 2 +50مل بلو شانيل +50مل سوفاج ,34,1٫75,yes,11/2/2024 2:02:49 AM,4
301036w,Pay After Delivery,Zarqa,50مل بربري هير,10,1٫75,yes,11/2/2024 2:02:49 AM,1
301037w,Pay After Delivery,Amman,100مل دولتشي غابانا بور هوم ,0,1٫5,yes,11/2/2024 2:02:49 AM,1
301039w,Pay After Delivery,Karak,100مل ديور هوم انتنس+100مل توم فورد اومبير ليذر +50مل سوفاج +50مل لانوت لاهوم بلو ,34,1٫75,yes,11/2/2024 2:02:49 AM,4
301040w,Pay After Delivery,Salt,100مل سوفاج الكسير +100مل كريد سينتشرز+50مل ديور هوم +50مل ستيلار لويس فيتون ,34,1٫75,yes,11/2/2024 2:02:49 AM,4
 301043w,Pay After Delivery,Amman,100مل التراميل عدد 2 +50مل فرزاتشي دايموند يلو+50مل ايروس ,34,1٫5,yes,11/2/2024 2:02:49 AM,4
301044w,Pay After Delivery,Amman,100مل بلو شانيل +100مل اكوا دي جيو بروفومو +50مل ريد توباكو +50مل سترونجر ويذ انتنسلي ,34,1٫5,yes,11/2/2024 2:02:49 AM,4
301045w,Pay After Delivery,Rumtha,100مل لاهوم لا نوت بلو +100مل سكاندل رجالي +50مل هوجو بوس +50مل ليبر ,34,1٫75,yes,11/2/2024 2:02:49 AM,4
301046w,Pay After Delivery,Amman,100مل بلو شانيل +100مل توم فورد اومبير ليذر +50مل توكسيدو+50مل بلو شانيل ,34,1٫5,yes,11/2/2024 2:02:49 AM,4
301047w,Pay After Delivery,Amman,100مل سوفاج الكسير +100مل سترونجر ويذ يو +50مل سوفاج الكسير+50 مل سترونجر ويذ يو,34,1٫5,yes,11/2/2024 2:02:49 AM,4
RTN28202z,Pay After Delivery,Amman,كريد افينتوس,0,1٫5,No,11/2/2024 12:40:50 PM,1
RTN28107F,Pay After Delivery,Amman,سكاندل بور هوم ١٠٠,0,1٫5,No,11/2/2024 12:56:23 PM,1
RTN281016F,Pay After Delivery,Irbid,بلو شانيل ١٠٠عدد٢,0,1٫75,No,11/2/2024 1:48:42 PM,2
RTN301037w,Pay After Delivery,Amman,100مل دولتشي غابانا بور هوم ,0,1٫5,No,11/2/2024 2:06:31 PM,1
RTN301024w,Pay After Delivery,Amman,100مل روبيرتو كافالي براديسو ,0,1٫5,No,11/2/2024 2:28:37 PM,1
RTN 301030w,Pay After Delivery,Amman,100مل مونت بلانك اكسبلور,0,1٫5,No,11/2/2024 3:59:12 PM,1
RTN30102w,Pay After Delivery,Amman,100مل ارماني كود +50مل ارماني كود ,0,1٫5,No,11/2/2024 4:32:21 PM,2
RTN29109w,Pay After Delivery,Amman,100مل جنتل مان جفنشي برايف +100مل فلانتينو بورن ان روما ,7٫5,1٫5,No,11/2/2024 5:55:54 PM,2
1111z,Pay After Delivery,Mafraq,مس ديور+ ليبر+50مل دنهل ديزاير+50مل سوفاج الكسير,34,1٫75,yes,11/3/2024 12:03:32 AM,4
1112z,Pay After Delivery,Amman,توم فورد نوار اكستريم,19,1٫5,yes,11/3/2024 12:03:32 AM,1
1113z,Pay After Delivery,Amman,تريزور ميدنايت+جود جيرل الكحلية+50مل ذا ون+50مل كريد افنتوس,34,1٫5,yes,11/3/2024 12:03:32 AM,4
1114z,Pay After Delivery,Amman,روز فانيلا+ذا ون+50مل امبري لذر+50مل 212vip black,34,1٫5,yes,11/3/2024 12:03:32 AM,4
1115z,Pay After Delivery,Amman,وذ يو انتنسلي+ بكرات روج+50مل لجند+50مل بلاك اوركيد,34,1٫5,yes,11/3/2024 12:03:32 AM,4
1116z,Pay After Delivery,Amman,بلو شنل+ ديور هوم +50مل الترا ميل+50مل وذ يو انتنسلي,34,1٫5,yes,11/3/2024 12:03:32 AM,4
1117z,Pay After Delivery,Zarqa,امبري لذر+  الترا ميل+50مل ديور هوم انتنس+50مل التراميل,34,1٫75,yes,11/3/2024 12:03:32 AM,4
1118z,Pay After Delivery,Amman,بلو شنل+ذاون+50مل ديور هوم انتنس+50مل سوفاج,34,1٫5,yes,11/3/2024 12:03:32 AM,4
